crop;zone;crop_sequence_type;crop_management_strategy;duration;composition;plowing;secondary_tillage;other_mechnical_operations;double_crop;double_crop_type;covercrop;covercrop_type;sowing;sowing_rate;harrow_weeding;hoe_weeding;manual_weeding;pesticides_spraying;localized_spraying;fertilizers_spreading;dble_crop_fertilizers_spreading;manure_spreading;manure_type;dble_crop_harvest;crop_harvest;hay;silage;wrapping;seed_coating;herbicides_TFI;fungicide_TFI;insecticide_TFI;in_furrow_ins_TFI;other_TFI;molluscicide_TFI;growth_regulator_TFI;TFI;iron_phosphate_bio_TFI;tricho_bio_TFI;copper_sulfate_bio_TFI;N_rate;dble_crop_N_rate;manure_rate;irrigation;irrigation_operations;irrigation_rate;dble_crop_yield;crop_yield
soft_wheat;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,5;2,5;0,4;0;0;0;0;1;155;0;0;0;2,9;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;1,6;1;0,1;0;0,1;0;0;2,8;0;0;0;150;0;26;0;0;0;0;6,4
soft_wheat;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N0;1;0;0,5;2,5;0,4;0;0;0;0;1;155;0;0;0;6;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;2,5;1,8;0,8;0;0;0,2;0,15;5,45;0;0;0;150;0;26;0;0;0;0;6,5
soft_wheat;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N1;1;0;0,5;2,5;0,4;0;0;0;0;1;155;0;0;0;5,5;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;2,5;1,3;0,4;0;0;0;0,1;4,3;0,2;0;0;150;0;26;0;0;0;0;6,4
soft_wheat;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N2a;1;0;0,5;3,5;0,4;0;0;0;0;1;155;0,3;0;0;3,3;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;2;0,65;0,2;0;0;0;0;2,85;0,2;0;0;150;0;26;0;0;0;0;5,8
soft_wheat;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N2c;1;0;0,5;3,5;0,4;0;0;0;0;1;155;0,3;0;0;2,8;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;1,5;0,65;0,2;0;0;0;0;2,35;0,2;0;0;150;0;26;0;0;0;0;5,8
soft_wheat;eastern_massif_central_zone;crop_sequence_organic_field_crops;N3;1;0;1;2,5;0,4;0;0;0;0;1;180;2;0;0;0;0;0;0;0;no manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
winter_barley;eastern_massif_central_zone;crop_sequence_with_corn;Average conventionnal;1;0;0,6;2,7;0,1;0;0;0;0;1;150;0;0;0;1,6;0;1,9;0;0,3;cattle manure;0;1;0;0;0;1;1,4;0,5;0;0;0;0;0;1,9;0;0;0;85;0;27;0;0;0;0;5,8
winter_barley;eastern_massif_central_zone;crop_sequence_with_corn;N0;1;0;0,6;2,7;0,1;0;0;0;0;1;150;0;0;0;4,3;0;1,9;0;0,3;cattle manure;0;1;0;0;0;1;2,1;1;0,8;0;0;0,1;0,1;4,1;0;0;0;85;0;27;0;0;0;0;6
winter_barley;eastern_massif_central_zone;crop_sequence_with_corn;N1;1;0;0,6;2,7;0,1;0;0;0;0;1;150;0;0;0;3,5;0;1,9;0;0,3;cattle manure;0;1;0;0;0;1;2,1;0,65;0,4;0;0;0;0;3,15;0,1;0;0;85;0;27;0;0;0;0;5,9
winter_barley;eastern_massif_central_zone;crop_sequence_with_corn;N2a;1;0;0,6;3,2;0,1;0;0;0;0;1;150;0,3;0;0;2,8;0;1,9;0;0,3;cattle manure;0;1;0;0;0;1;1,8;0,5;0,2;0;0;0;0;2,5;0,1;0;0;60;0;27;0;0;0;0;5,4
winter_barley;eastern_massif_central_zone;crop_sequence_with_corn;N2c;1;0;0,6;3,2;0,1;0;0;0;0;1;150;0,3;0;0;2,2;0;1,9;0;0,3;cattle manure;0;1;0;0;0;1;1,35;0,5;0,2;0;0;0;0;2,05;0,1;0;0;60;0;27;0;0;0;0;5,4
winter_barley;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,5;2,8;0,4;0;0;0;0;1;135;0;0;0;2,4;0;2;0;0,2;cattle manure;0;1;0;0;0;0,9;2;0,7;0;0;0,1;0;0;2,8;0;0;0;105;0;25;0;0;0;0;6,2
winter_barley;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N0;1;0;0,5;2,8;0,4;0;0;0;0;1;135;0;0;0;5,5;0;2;0;0,2;cattle manure;0;1;0;0;0;0,9;2,5;1,3;0,8;0;0;0,2;0,2;5;0;0;0;105;0;25;0;0;0;0;6,5
winter_barley;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N1;1;0;0,5;2,8;0,4;0;0;0;0;1;135;0;0;0;4,8;0;2;0;0,2;cattle manure;0;1;0;0;0;0,9;2,5;1;0,4;0;0;0;0,1;4;0,2;0;0;105;0;25;0;0;0;0;6,4
winter_barley;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N2a;1;0;0,5;3,8;0,4;0;0;0;0;1;135;0,3;0;0;3,5;0;2;0;0,2;cattle manure;0;1;0;0;0;0,9;2;0,65;0,2;0;0;0;0;2,85;0,2;0;0;80;0;25;0;0;0;0;5,8
winter_barley;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N2c;1;0;0,5;3,8;0,4;0;0;0;0;1;135;0,3;0;0;2,9;0;2;0;0,2;cattle manure;0;1;0;0;0;0,9;1,5;0,65;0,2;0;0;0;0;2,35;0,2;0;0;80;0;25;0;0;0;0;5,8
silage_corn;eastern_massif_central_zone;crop_sequence_with_corn;Average conventionnal;1;0;0,9;2,5;0,1;0,3;italian ryegrass;0,1;mustard;1;90000;0;0,2;0;1,3;0;1,6;0,3;0,8;cattle manure;0,3;1;0;0;0;0,9;1,1;0;0,1;0;0,1;0;0;1,3;0;0;0;100;80;29;0,2;6;175;4;13
silage_corn;eastern_massif_central_zone;crop_sequence_with_corn;N0;1;0;0,9;2,5;0,1;0,3;italian ryegrass;0,1;mustard;1;90000;0;0,2;0;1,8;0;1,6;0,3;0,8;cattle manure;0,3;1;0;0;0;0,9;1,6;0;0;0,1;0;0,1;0;1,8;0;0;0;100;80;29;0,2;6;175;4;13
silage_corn;eastern_massif_central_zone;crop_sequence_with_corn;N1;1;0;0,9;2,5;0,1;0,3;italian ryegrass;0,1;mustard;1;90000;0;0,2;0;1,6;0;1,6;0,3;0,8;cattle manure;0,3;1;0;0;0;0,9;1,45;0;0;0,1;0;0;0;1,55;0,1;0;0;100;80;29;0,2;6;175;4;13
silage_corn;eastern_massif_central_zone;crop_sequence_with_corn;N2a;1;0;0,9;2,5;0,1;0,3;cereal-legume forage mixture;0,1;oat-fababean;1;90000;0;1,5;0;1,3;0;1,6;0,3;0,8;cattle manure;0,3;1;0;0;0;0,9;1,1;0;0;0,1;0;0;0;1,2;0,1;0;0;100;50;29;0,2;6;175;5;12,5
silage_corn;eastern_massif_central_zone;crop_sequence_with_corn;N2a bis;1;0;0,9;2,5;0,1;0,3;cereal-legume forage mixture;0,1;oat-fababean;1;90000;0;2;0;1,3;1;1,6;0,3;0,8;cattle manure;0,3;1;0;0;0;0,9;0,45;0;0;0,1;0;0;0;0,55;0,1;0;0;100;50;29;0,2;6;175;5;12,5
silage_corn;eastern_massif_central_zone;crop_sequence_with_corn;N2c ;1;0;0,9;2,5;0,1;0,3;cereal-legume forage mixture;0,1;oat-fababean;1;90000;0;1;0;1,3;0;1,6;0,3;0,8;cattle manure;0,3;1;0;0;0;0,9;0,9;0;0;0,1;0;0;0;1;0,1;0;0;100;50;29;0,2;6;175;5;12,5
silage_corn;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;Average conventionnal;1;0;0,9;2,1;0;0,3;italian ryegrass;0;0;1;92000;0;0,2;0;1;0;1,4;0,3;0,9;cattle manure;0,3;1;0;0;0;1;1,1;0;0;0;0;0;0;1,1;0;0;0;70;80;30;0;0;0;4;12
silage_corn;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;N0;1;0;0,9;2,1;0;0,3;italian ryegrass;0;0;1;92000;0;0,2;0;1,6;0;1,4;0,3;0,9;cattle manure;0,3;1;0;0;0;1;1,45;0;0;0,1;0;0,1;0;1,65;0;0;0;70;80;30;0;0;0;4;12
silage_corn;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;N1;1;0;0,9;2,1;0;0,3;italian ryegrass;0;0;1;92000;0;0,2;0;1,5;0;1,4;0,3;0,9;cattle manure;0,3;1;0;0;0;1;1,3;0;0;0,1;0;0;0;1,4;0,1;0;0;70;80;30;0;0;0;4;12
silage_corn;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;N2a;1;0;0,9;2,1;0;0,3;cereal-legume forage mixture;0;0;1;92000;0;1;0;1,3;0;1,4;0,3;0,9;cattle manure;0,3;1;0;0;0;1;0,9;0;0;0,1;0;0;0;1;0,1;0;0;70;50;30;0;0;0;5;11,5
silage_corn;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;N2a bis;1;0;0,9;2,1;0;0,3;cereal-legume forage mixture;0;0;1;92000;0;1,5;0;1,3;1;1,4;0,3;0,9;cattle manure;0,3;1;0;0;0;1;0,4;0;0;0,1;0;0;0;0,5;0,1;0;0;70;50;30;0;0;0;5;11,5
oilseed_rape;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,2;2,6;0,1;0;0;0;0;1;2,7;0;0;0;5,9;0;2,4;0;0,3;cattle manure;0;1;0;0;0;0,7;1,5;0,8;2,2;0;0,4;0;0;4,9;0;0;0;145;0;19;0;0;0;0;3,4
oilseed_rape;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N0;1;0;0,2;2,6;0,1;0;0;0;0;1;2,7;0;0;0;9;0;2,4;0;0,3;cattle manure;0;1;0;0;0;0,7;2,85;1;4;0;0;0,5;0,3;8,65;0;0;0;145;0;19;0;0;0;0;3,5
oilseed_rape;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N2a;1;0;0,2;2,6;0,1;0;0;0;0;1;2,7;0;0;0;6,3;0;2,4;0;0,3;cattle manure;0;1;0;0;0;0,7;2,4;0,75;2;0;0;0;0;5,15;0,5;0;0;145;0;19;0;0;0;0;3,4
oilseed_rape;eastern_massif_central_zone;crop_sequence_with_oilseed_rape;N2c;1;0;0,2;2,6;0,1;0;0;0;0;1;2,7;0;0;0;5;0;2,4;0;0,3;cattle manure;0;1;0;0;0;0,7;1,5;0,5;2;0;0;0;0;4;0,5;0;0;145;0;19;0;0;0;0;3,1
grain_corn;eastern_massif_central_zone;crop_sequence_with_corn;Average conventionnal;1;0;0,7;2,6;0,4;0;0;0,2;mustard;1;88000;0;0,2;0;2,3;0;2,3;0;0,2;cattle manure;0;1;0;0;0;1;1,7;0;0,3;0;0,1;0;0;2,1;0;0;0;155;0;25;0,3;7;175;0;9,6
grain_corn;eastern_massif_central_zone;crop_sequence_with_corn;N0;1;0;0,7;2,6;0,4;0;0;0,2;mustard;1;88000;0;0,2;0;3,2;0;2,3;0;0,2;cattle manure;0;1;0;0;0;1;2,2;0;0,4;0,5;0;0,1;0;3,2;0;0;0;155;0;25;0,3;7;175;0;9,6
grain_corn;eastern_massif_central_zone;crop_sequence_with_corn;N1;1;0;0,7;2,6;0,4;0;0;0,2;mustard;1;88000;0;0,2;0;2,6;0;2,3;0;0,2;cattle manure;0;1;0;0;0;1;1,9;0;0,2;0,3;0;0;0;2,4;0,1;0,1;0;155;0;25;0,3;7;175;0;9,6
grain_corn;eastern_massif_central_zone;crop_sequence_with_corn;N2a;1;0;0,7;2,6;0,4;0;0;0,2;oat-fababean;1;88000;0;1,5;0;1,9;0;2,3;0;0,2;cattle manure;0;1;0;0;0;1;1,1;0;0,2;0,3;0;0;0;1,6;0,1;0,1;0;155;0;25;0,3;7;175;0;9,3
grain_corn;eastern_massif_central_zone;crop_sequence_with_corn;N2a bis;1;0;0,7;2,6;0,4;0;0;0,2;oat-fababean;1;88000;0;2;0;1,9;1;2,3;0;0,2;cattle manure;0;1;0;0;0;1;0,45;0;0,2;0,3;0;0;0;0,95;0,1;0,1;0;155;0;25;0,3;7;175;0;9,3
grain_corn;eastern_massif_central_zone;crop_sequence_with_corn;N2c ;1;0;0,7;2,6;0,4;0;0;0,2;oat-fababean;1;88000;0;1;0;1,9;0;2,3;0;0,2;cattle manure;0;1;0;0;0;1;0,9;0;0,2;0,3;0;0;0;1,4;0,1;0,1;0;155;0;25;0,3;7;175;0;9,3
soybean;eastern_massif_central_zone;crop_sequence_with_soybean;Average conventionnal;1;0;0,6;2,2;0,5;0,1;italian ryegrass;0,1;mustard;1;120;0;0;0;2,4;0;0;0,1;0,2;cattle manure;0,1;1;0;0;0;0,1;2,1;0;0;0;0;0;0;2,1;0;0;0;0;80;23;0;0;0;4;2,9
soybean;eastern_massif_central_zone;crop_sequence_with_soybean;N0;1;0;0,6;2,2;0,5;0,1;italian ryegrass;0,1;mustard;1;120;0;0;0;2,3;0;0;0,1;0,2;cattle manure;0,1;1;0;0;0;0,1;2,25;0;0;0;0;0,1;0;2,35;0;0;0;0;80;23;0;0;0;4;2,9
soybean;eastern_massif_central_zone;crop_sequence_with_soybean;N2a;1;0;0,6;2,2;0,5;0,1;cereal-legume forage mixture;0,1;oat-fababean;1;120;0;1,5;0;1,3;0;0;0,1;0,2;cattle manure;0,1;1;0;0;0;0,1;1,15;0;0;0;0;0;0;1,15;0,1;0;0;0;50;23;0;0;0;5;2,8
triticale;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;Average conventionnal;1;0;0,8;2,1;0,1;0;0;0;0;1;170;0;0;0;1,5;0;1,6;0;0,6;cattle manure;0;1;0;0;0;0,8;1,2;0,3;0;0;0;0;0;1,5;0;0;0;85;0;21;0;0;0;0;4,9
triticale;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;N0;1;0;0,8;2,1;0,1;0;0;0;0;1;170;0;0;0;2,7;0;1,6;0;0,6;cattle manure;0;1;0;0;0;0,8;1,8;0,65;0;0;0;0,1;0;2,55;0;0;0;85;0;21;0;0;0;0;5
triticale;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;N2a ;1;0;0,8;2,1;0,1;0;0;0;0;1;170;0,3;0;0;1,7;0;1,6;0;0,6;cattle manure;0;1;0;0;0;0,8;1,1;0,3;0;0;0;0;0;1,4;0,1;0;0;65;0;21;0;0;0;0;4,5
triticale;eastern_massif_central_zone;crop_sequence_organic_field_crops;N3;1;0;0;3;0,1;0;0;0;0;1;185;2;0;0;0;0;0;0;0,2;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3
triticale;eastern_massif_central_zone;crop_sequence_organic_livestock_farming;N3;1;0;1;3;0,1;0;0;0;0;1;185;1;0;0;0;0;0;0;1;cattle slurry;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;3
temporary_grassland;eastern_massif_central_zone;crop_sequence_with_temporary_grassland;Average conventionnal;4;multi-species;0,2;2,1;0,8;0;0;0;0;1;-1;0;0;0;0;0;0,5;0;0,5;cattle manure;0;2;0,5;0,2;0,3;0;0;0;0;0;0;0;0;0;0;0;0;25;0;17;0;0;0;0;5,5
temporary_grassland;eastern_massif_central_zone;crop_sequence_organic_livestock_farming;N3;4,5;multi-species;0,3;2;0,9;0;0;0;0;1;-1;0;0;0;0;0;0;0;0,7;cattle manure;0;2;0,25;0,25;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;4,5
sunflower;eastern_massif_central_zone;other_crop_sequence;Average conventionnal;1;0;0,5;3,5;0,2;0;0;0,2;mustard;1;68500;0;0,3;0;2,2;0;0,9;0;0,1;cattle manure;0;1;0;0;0;1;1,5;0;0,1;0;0,2;0;0;1,8;0;0;0;35;0;22;0;0;0;0;3
sunflower;mountain_dairy_farming_zone;crop_sequence_organic_field_crops;N3;1;0;1;5;0,2;0;0;0;0;1;73500;1;1,5;0;0;0;0;0;0,2;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;2
alfalfa;eastern_massif_central_zone;crop_sequence_organic_field_crops;N3;3;0;0;1;1;0;0;0;0;1;20;0,3;0;0;0;0;0;0;0;no manure;0;2,5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
lentil;eastern_massif_central_zone;crop_sequence_organic_field_crops;N3;1;0;1;3;0,5;0;0;0;0;1;90;1,5;0;0;0;0;0;0;0;no manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2
pulse_cereal_intercrop;eastern_massif_central_zone;crop_sequence_organic_field_crops;N3;1;0;0;3,5;0,1;0;0;0;0;1;-1;1,5;0;0;0;0;0;0;0;no manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
pulse_cereal_intercrop;eastern_massif_central_zone;crop_sequence_organic_livestock_farming;N3;1;0;1;3;0,3;0;0;0;0;1;-1;0,2;0;0;0;0;0;0;0,5;cattle manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;3
spring_barley;eastern_massif_central_zone;crop_sequence_organic_field_crops;N3;1;0;0;3;0,5;0;0;0;0;1;155;1,5;0;0;0;0;0;0;0,2;poultry manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2,5
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,3;2,7;0,5;0;0;0;0;1;150;0;0;0;3,9;0;3;0;0;no manure;0;1;0;0;0;0,9;1,6;1,3;0,1;0;0,8;0;0;3,8;0;0;0;160;0;0;0;0;0;0;7
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N0;1;0;0,3;2,7;0,5;0;0;0;0;1;150;0;0;0;6,2;0;3;0;0;no manure;0;1;0;0;0;0,9;2,5;1,8;0,8;0;0;0,2;0,25;5,55;0;0;0;160;0;0;0;0;0;0;7
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N1;1;0;0,3;2,7;0,5;0;0;0;0;1;150;0;0;0;5,3;0;3;0;0;no manure;0;1;0;0;0;0,9;2,5;1,3;0,4;0;0;0;0,15;4,35;0,2;0;0;160;0;0;0;0;0;0;6,9
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N2a;1;0;0,3;3,7;0,5;0;0;0;0;1;150;0,3;0;0;3,3;0;3;0;0;no manure;0;1;0;0;0;0,9;2;0,65;0,2;0;0;0;0;2,85;0,2;0;0;135;0;0;0;0;0;0;6,3
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N2c;1;0;0,3;3,7;0,5;0;0;0;0;1;150;0,3;0;0;2,8;0;3;0;0;no manure;0;1;0;0;0;0,9;1,5;0,65;0,2;0;0;0;0;2,35;0,2;0;0;135;0;0;0;0;0;0;6,3
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_corn;Average conventionnal;1;0;0,8;1,5;0,4;0;0;0;0;1;160;0;0;0;2,8;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;1,1;1,1;0,1;0;0,3;0;0;2,6;0;0;0;160;0;23;0;0;0;0;7
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_corn;N0;1;0;0,8;1,5;0,4;0;0;0;0;1;160;0;0;0;5,2;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;2,1;1,6;0,8;0;0;0,1;0,15;4,75;0;0;0;160;0;23;0;0;0;0;7
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_corn;N1;1;0;0,8;1,5;0,4;0;0;0;0;1;160;0;0;0;4,3;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;2,1;1,1;0,4;0;0;0;0,1;3,7;0,1;0;0;160;0;23;0;0;0;0;6,9
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_corn;N2a;1;0;0,8;1,5;0,4;0;0;0;0;1;160;0,3;0;0;3;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;1,8;0,65;0,2;0;0;0;0;2,65;0,1;0;0;135;0;23;0;0;0;0;6,3
soft_wheat;mountain_dairy_farming_zone;crop_sequence_with_corn;N2c;1;0;0,8;1,5;0,4;0;0;0;0;1;160;0,3;0;0;2,4;0;2,8;0;0,2;cattle manure;0;1;0;0;0;0,9;1,35;0,65;0,2;0;0;0;0;2,2;0,1;0;0;135;0;23;0;0;0;0;6,3
soft_wheat;mountain_dairy_farming_zone;crop_sequence_organic_field_crops;N3;1;0;1;3;0,4;0;0;0;0;1;185;1,5;0;0;0;0;0;0;0,5;composted cattle manure;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;2,8
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,5;2,3;0,1;0;0;0;0;1;130;0;0;0;3,7;0;2,3;0;0,3;cattle manure;0;1;0;0;0;0,9;1,5;1,1;0,2;0;0,7;0;0;3,5;0;0;0;130;0;16;0;0;0;0;6,7
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N0;1;0;0,5;2,3;0,1;0;0;0;0;1;130;0;0;0;6,7;0;2,3;0;0,3;cattle manure;0;1;0;0;0;0,9;2,5;1,6;1;0;0;0,2;0,5;5,8;0;0;0;130;0;16;0;0;0;0;7
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N1;1;0;0,5;2,3;0,1;0;0;0;0;1;130;0;0;0;5,7;0;2,3;0;0,3;cattle manure;0;1;0;0;0;0,9;2,5;1,3;0,5;0;0;0;0,25;4,55;0,2;0;0;130;0;16;0;0;0;0;6,9
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N2a;1;0;0,5;3,3;0,1;0;0;0;0;1;130;0,3;0;0;3,9;0;2,3;0;0,3;cattle manure;0;1;0;0;0;0,9;2;0,8;0,3;0;0;0;0,1;3,2;0,2;0;0;105;0;16;0;0;0;0;6,3
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N2c;1;0;0,5;3,3;0,1;0;0;0;0;1;130;0,3;0;0;3,4;0;2,3;0;0,3;cattle manure;0;1;0;0;0;0,9;1,5;0,8;0,3;0;0;0;0,1;2,7;0,2;0;0;105;0;16;0;0;0;0;6,3
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_corn;Average conventionnal;1;0;0,5;2,1;0;0;0;0;0;1;125;0;0;0;2,9;0;2,2;0;0,6;cattle manure;0;1;0;0;0;0,8;1,5;0,9;0,1;0;0,4;0;0;2,9;0;0;0;130;0;19;0;0;0;0;6,8
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_corn;N0;1;0;0,5;2,1;0;0;0;0;0;1;125;0;0;0;6,2;0;2,2;0;0,6;cattle manure;0;1;0;0;0;0,8;2,1;1,6;1;0;0;0,1;0,5;5,3;0;0;0;130;0;19;0;0;0;0;7
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_corn;N1;1;0;0,5;2,1;0;0;0;0;0;1;125;0;0;0;5,2;0;2,2;0;0,6;cattle manure;0;1;0;0;0;0,8;2,1;1,3;0,5;0;0;0;0,25;4,15;0,1;0;0;130;0;19;0;0;0;0;6,9
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_corn;N2a;1;0;0,5;2,6;0;0;0;0;0;1;125;0,3;0;0;3,6;0;2,2;0;0,6;cattle manure;0;1;0;0;0;0,8;1,8;0,8;0,3;0;0;0;0,1;3;0,1;0;0;105;0;19;0;0;0;0;6,3
winter_barley;mountain_dairy_farming_zone;crop_sequence_with_corn;N2c;1;0;0,5;2,6;0;0;0;0;0;1;125;0,3;0;0;3,1;0;2,2;0;0,6;cattle manure;0;1;0;0;0;0,8;1,35;0,8;0,3;0;0;0;0,1;2,55;0,1;0;0;105;0;19;0;0;0;0;6,3
silage_corn;mountain_dairy_farming_zone;crop_sequence_with_corn;Average conventionnal;1;0;0,9;2,3;0,2;0,1;italian ryegrass;0,5;mustard;1;100000;0,3;0;0;1,5;0;1,8;0,1;0,8;cattle manure;0,1;1;0;0;0;1;1,3;0;0;0;0;0;0;1,3;0;0;0;125;80;27;0;0;0;4;13
silage_corn;mountain_dairy_farming_zone;crop_sequence_with_corn;N0;1;0;0,9;2,3;0,2;0,1;italian ryegrass;0,5;mustard;1;100000;0,3;0;0;2,4;0;1,8;0,1;0,8;cattle manure;0,1;1;0;0;0;1;2,2;0;0;0,2;0;0,1;0;2,5;0;0;0;125;80;27;0;0;0;4;13
silage_corn;mountain_dairy_farming_zone;crop_sequence_with_corn;N1;1;0;0,9;2,3;0,2;0,1;italian ryegrass;0,5;mustard;1;100000;0,3;0;0;2,2;0;1,8;0,1;0,8;cattle manure;0,1;1;0;0;0;1;1,9;0;0;0,2;0;0;0;2,1;0,1;0;0;125;80;27;0;0;0;4;13
silage_corn;mountain_dairy_farming_zone;crop_sequence_with_corn;N2a;1;0;0,9;2,3;0,2;0,1;cereal-legume forage mixture;0,5;oat-fababean;1;100000;0,3;1,5;0;1,4;0;1,8;0,1;0,8;cattle manure;0,1;1;0;0;0;1;1,1;0;0;0,2;0;0;0;1,3;0,1;0;0;125;50;27;0;0;0;5;12,5
silage_corn;mountain_dairy_farming_zone;crop_sequence_with_corn;N2a bis;1;0;0,9;2,3;0,2;0,1;cereal-legume forage mixture;0,5;oat-fababean;1;100000;0,3;2;0;1,4;1;1,8;0,1;0,8;cattle manure;0,1;1;0;0;0;1;0,45;0;0;0,2;0;0;0;0,65;0,1;0;0;125;50;27;0;0;0;5;12,5
silage_corn;mountain_dairy_farming_zone;crop_sequence_with_corn;N2c ;1;0;0,9;2,3;0,2;0,1;cereal-legume forage mixture;0,5;oat-fababean;1;100000;0,3;1;0;1,4;0;1,8;0,1;0,8;cattle manure;0,1;1;0;0;0;1;0,9;0;0;0,2;0;0;0;1,1;0,1;0;0;125;50;27;0;0;0;5;12,5
oilseed_rape;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;Average conventionnal;1;0;0,3;2,8;0,1;0;0;0;0;1;2,4;0;0;0;5,8;0;2,4;0;0,4;cattle manure;0;1;0;0;0;0,8;1,6;0,9;1,9;0;0,7;0;0;5,1;0;0;0;165;0;19;0;0;0;0;3,9
oilseed_rape;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N0;1;0;0,3;2,8;0,1;0;0;0;0;1;2,4;0;0;0;9;0;2,4;0;0,4;cattle manure;0;1;0;0;0;0,8;2,85;1;4;0;0;0,5;0,3;8,65;0;0;0;165;0;19;0;0;0;0;4
oilseed_rape;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N2a;1;0;0,3;2,8;0,1;0;0;0;0;1;2,4;0;0;0;6,3;0;2,4;0;0,4;cattle manure;0;1;0;0;0;0,8;2,4;0,75;2;0;0;0;0;5,15;0,3;0;0;165;0;19;0;0;0;0;3,9
oilseed_rape;mountain_dairy_farming_zone;crop_sequence_with_oilseed_rape;N2c;1;0;0,3;2,8;0,1;0;0;0;0;1;2,4;0;0;0;5;0;2,4;0;0,4;cattle manure;0;1;0;0;0;0,8;1,5;0,5;2;0;0;0;0;4;0,3;0;0;165;0;19;0;0;0;0;3,6
